shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status,delay_days,is_on_time,transit_days,departure_month,departure_year,carrier_name,carrier_type,rating,carrier_country,origin_port_name,origin_region,origin_congestion,origin_congestion_level,dest_port_name,dest_region,dest_congestion,dest_congestion_level,origin_weather_severity,origin_wind_kmh,route
SHP00517,P001,P012,C006,2022-04-16,2022-05-08,2022-05-08,3291.58,Delivered,0.0,True,22.0,2022-04,2022,FedEx Freight,Air,4.6,USA,Shanghai,Asia Pacific,0.92,Critical,Long Beach,North America,0.83,High,0.0,25.5,Shanghai → Long Beach
SHP00518,P007,P012,C007,2023-01-10,2023-01-25,2023-01-25,2783.52,Delivered,0.0,True,15.0,2023-01,2023,DB Schenker,Rail,4.2,Germany,Busan,Asia Pacific,0.78,High,Long Beach,North America,0.83,High,0.0,22.8,Busan → Long Beach
SHP00519,P009,P007,C006,2024-04-16,2024-05-05,2024-05-05,3301.66,In Transit,0.0,True,19.0,2024-04,2024,FedEx Freight,Air,4.6,USA,New York / NJ,North America,0.8,High,Busan,Asia Pacific,0.78,High,0.0,22.8,New York / NJ → Busan
SHP00520,P004,P002,C009,2023-10-21,2023-11-08,2023-11-08,2642.33,Delivered,0.0,True,18.0,2023-10,2023,Hapag-Lloyd,Ocean,4.0,Germany,Los Angeles,North America,0.85,Critical,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Los Angeles → Singapore
SHP00521,P012,P002,C004,2023-03-01,2023-03-20,2023-03-20,3205.99,Delivered,0.0,True,19.0,2023-03,2023,Evergreen Marine,Ocean,3.8,Taiwan,Long Beach,North America,0.83,High,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Long Beach → Singapore
SHP00522,P007,P001,C004,2022-02-14,2022-02-26,2022-02-26,2119.84,Delivered,0.0,True,12.0,2022-02,2022,Evergreen Marine,Ocean,3.8,Taiwan,Busan,Asia Pacific,0.78,High,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Busan → Shanghai
SHP00523,P001,P011,C003,2022-02-27,2022-03-11,2022-03-11,2803.67,Delivered,0.0,True,12.0,2022-02,2022,CMA CGM,Ocean,4.1,France,Shanghai,Asia Pacific,0.92,Critical,Tanjung Pelepas,Asia Pacific,0.6,Medium,3.0,50.2,Shanghai → Tanjung Pelepas
SHP00524,P001,P012,C005,2022-03-29,2022-04-15,2022-04-15,4719.14,Delivered,0.0,True,17.0,2022-03,2022,DHL Global,Air,4.7,Germany,Shanghai,Asia Pacific,0.92,Critical,Long Beach,North America,0.83,High,0.0,34.7,Shanghai → Long Beach
SHP00525,P003,P005,C007,2023-09-08,2023-09-17,2023-09-17,2795.68,Delivered,0.0,True,9.0,2023-09,2023,DB Schenker,Rail,4.2,Germany,Rotterdam,Europe,0.68,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,1.0,8.8,Rotterdam → Dubai (Jebel Ali)
SHP00526,P012,P011,C006,2023-04-10,2023-04-25,2023-04-25,4231.63,Delivered,0.0,True,15.0,2023-04,2023,FedEx Freight,Air,4.6,USA,Long Beach,North America,0.83,High,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Long Beach → Tanjung Pelepas
SHP00527,P004,P010,C009,2023-12-02,2023-12-18,2023-12-18,3227.8,Delivered,0.0,True,16.0,2023-12,2023,Hapag-Lloyd,Ocean,4.0,Germany,Los Angeles,North America,0.85,Critical,Colombo,South Asia,0.55,Low,0.0,22.8,Los Angeles → Colombo
SHP00528,P009,P010,C002,2022-04-06,2022-04-23,2022-04-23,4225.52,Delivered,0.0,True,17.0,2022-04,2022,MSC,Ocean,4.3,Switzerland,New York / NJ,North America,0.8,High,Colombo,South Asia,0.55,Low,0.0,22.8,New York / NJ → Colombo
SHP00529,P001,P012,C007,2023-06-19,2023-07-09,2023-07-09,2396.31,Delivered,0.0,True,20.0,2023-06,2023,DB Schenker,Rail,4.2,Germany,Shanghai,Asia Pacific,0.92,Critical,Long Beach,North America,0.83,High,1.0,13.8,Shanghai → Long Beach
SHP00530,P007,P006,C010,2024-04-03,2024-05-02,2024-05-07,3939.43,Delivered,5.0,False,34.0,2024-04,2024,COSCO Shipping,Ocean,3.6,China,Busan,Asia Pacific,0.78,High,Hamburg,Europe,0.62,Medium,0.0,22.8,Busan → Hamburg
SHP00531,P002,P006,C010,2024-06-16,2024-07-14,2024-07-14,3938.24,In Transit,0.0,True,28.0,2024-06,2024,COSCO Shipping,Ocean,3.6,China,Singapore,Asia Pacific,0.71,Medium,Hamburg,Europe,0.62,Medium,2.0,45.7,Singapore → Hamburg
SHP00532,P007,P012,C004,2023-12-06,2023-12-25,2023-12-25,1940.73,Delivered,0.0,True,19.0,2023-12,2023,Evergreen Marine,Ocean,3.8,Taiwan,Busan,Asia Pacific,0.78,High,Long Beach,North America,0.83,High,0.0,22.8,Busan → Long Beach
SHP00533,P010,P005,C005,2024-05-25,2024-06-12,2024-06-12,2413.04,In Transit,0.0,True,18.0,2024-05,2024,DHL Global,Air,4.7,Germany,Colombo,South Asia,0.55,Low,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Colombo → Dubai (Jebel Ali)
SHP00534,P009,P008,C003,2023-01-15,2023-01-29,2023-01-29,3004.44,Delivered,0.0,True,14.0,2023-01,2023,CMA CGM,Ocean,4.1,France,New York / NJ,North America,0.8,High,Antwerp,Europe,0.65,Medium,0.0,22.8,New York / NJ → Antwerp
SHP00535,P006,P008,C003,2024-05-25,2024-06-14,2024-06-20,2475.66,In Transit,6.0,False,26.0,2024-05,2024,CMA CGM,Ocean,4.1,France,Hamburg,Europe,0.62,Medium,Antwerp,Europe,0.65,Medium,0.0,22.8,Hamburg → Antwerp
SHP00536,P007,P006,C009,2023-09-21,2023-10-21,2023-10-21,3017.58,Delivered,0.0,True,30.0,2023-09,2023,Hapag-Lloyd,Ocean,4.0,Germany,Busan,Asia Pacific,0.78,High,Hamburg,Europe,0.62,Medium,0.0,22.8,Busan → Hamburg
SHP00537,P001,P003,C003,2023-04-28,2023-05-27,2023-05-27,3996.87,Delivered,0.0,True,29.0,2023-04,2023,CMA CGM,Ocean,4.1,France,Shanghai,Asia Pacific,0.92,Critical,Rotterdam,Europe,0.68,Medium,0.0,22.8,Shanghai → Rotterdam
SHP00538,P007,P008,C010,2023-11-03,2023-12-01,2023-12-01,6549.3,Delivered,0.0,True,28.0,2023-11,2023,COSCO Shipping,Ocean,3.6,China,Busan,Asia Pacific,0.78,High,Antwerp,Europe,0.65,Medium,0.0,22.8,Busan → Antwerp
SHP00539,P003,P012,C008,2023-03-26,2023-04-05,2023-04-05,3051.83,Delivered,0.0,True,10.0,2023-03,2023,Kuehne+Nagel,Multi,4.4,Switzerland,Rotterdam,Europe,0.68,Medium,Long Beach,North America,0.83,High,0.0,22.8,Rotterdam → Long Beach
SHP00540,P010,P009,C009,2023-12-17,2023-12-30,2023-12-30,2466.28,Delivered,0.0,True,13.0,2023-12,2023,Hapag-Lloyd,Ocean,4.0,Germany,Colombo,South Asia,0.55,Low,New York / NJ,North America,0.8,High,0.0,22.8,Colombo → New York / NJ
SHP00541,P011,P001,C003,2022-03-30,2022-04-13,2022-04-13,1879.39,Delivered,0.0,True,14.0,2022-03,2022,CMA CGM,Ocean,4.1,France,Tanjung Pelepas,Asia Pacific,0.6,Medium,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Tanjung Pelepas → Shanghai
SHP00542,P012,P002,C002,2023-07-17,2023-08-04,2023-08-04,4253.84,Delivered,0.0,True,18.0,2023-07,2023,MSC,Ocean,4.3,Switzerland,Long Beach,North America,0.83,High,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Long Beach → Singapore
SHP00543,P006,P005,C004,2023-09-13,2023-09-22,2023-09-22,2247.89,Delivered,0.0,True,9.0,2023-09,2023,Evergreen Marine,Ocean,3.8,Taiwan,Hamburg,Europe,0.62,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Hamburg → Dubai (Jebel Ali)
SHP00544,P009,P002,C009,2022-10-29,2022-11-17,2022-11-17,4266.58,Delivered,0.0,True,19.0,2022-10,2022,Hapag-Lloyd,Ocean,4.0,Germany,New York / NJ,North America,0.8,High,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,New York / NJ → Singapore
SHP00545,P009,P011,C005,2023-12-12,2024-01-02,2024-01-02,4077.01,Delivered,0.0,True,21.0,2023-12,2023,DHL Global,Air,4.7,Germany,New York / NJ,North America,0.8,High,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,New York / NJ → Tanjung Pelepas
SHP00546,P008,P012,C008,2023-08-24,2023-09-09,2023-09-10,1269.09,Delayed,1.0,False,17.0,2023-08,2023,Kuehne+Nagel,Multi,4.4,Switzerland,Antwerp,Europe,0.65,Medium,Long Beach,North America,0.83,High,0.0,34.7,Antwerp → Long Beach
SHP00547,P011,P004,C004,2024-03-30,2024-04-18,2024-04-18,2531.81,Delivered,0.0,True,19.0,2024-03,2024,Evergreen Marine,Ocean,3.8,Taiwan,Tanjung Pelepas,Asia Pacific,0.6,Medium,Los Angeles,North America,0.85,Critical,0.0,11.0,Tanjung Pelepas → Los Angeles
SHP00548,P005,P002,C007,2023-11-21,2023-12-04,2023-12-04,1438.01,Delivered,0.0,True,13.0,2023-11,2023,DB Schenker,Rail,4.2,Germany,Dubai (Jebel Ali),Middle East,0.74,Medium,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Dubai (Jebel Ali) → Singapore
SHP00549,P008,P006,C006,2022-08-12,2022-08-31,2022-08-31,2953.41,Delivered,0.0,True,19.0,2022-08,2022,FedEx Freight,Air,4.6,USA,Antwerp,Europe,0.65,Medium,Hamburg,Europe,0.62,Medium,0.0,22.8,Antwerp → Hamburg
SHP00550,P004,P005,C004,2024-06-12,2024-07-04,2024-07-06,2839.4,In Transit,2.0,False,24.0,2024-06,2024,Evergreen Marine,Ocean,3.8,Taiwan,Los Angeles,North America,0.85,Critical,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Los Angeles → Dubai (Jebel Ali)
SHP00551,P006,P003,C002,2022-05-03,2022-05-14,2022-05-14,2261.73,Delivered,0.0,True,11.0,2022-05,2022,MSC,Ocean,4.3,Switzerland,Hamburg,Europe,0.62,Medium,Rotterdam,Europe,0.68,Medium,0.0,22.8,Hamburg → Rotterdam
SHP00552,P001,P009,C006,2023-09-28,2023-10-17,2023-10-17,4285.63,Delivered,0.0,True,19.0,2023-09,2023,FedEx Freight,Air,4.6,USA,Shanghai,Asia Pacific,0.92,Critical,New York / NJ,North America,0.8,High,0.0,22.8,Shanghai → New York / NJ
SHP00553,P005,P009,C003,2024-02-22,2024-03-19,2024-03-19,3834.21,Delivered,0.0,True,26.0,2024-02,2024,CMA CGM,Ocean,4.1,France,Dubai (Jebel Ali),Middle East,0.74,Medium,New York / NJ,North America,0.8,High,0.0,22.8,Dubai (Jebel Ali) → New York / NJ
SHP00554,P008,P010,C001,2023-05-30,2023-06-22,2023-06-22,5289.85,Delivered,0.0,True,23.0,2023-05,2023,Maersk Line,Ocean,4.5,Denmark,Antwerp,Europe,0.65,Medium,Colombo,South Asia,0.55,Low,0.0,22.8,Antwerp → Colombo
SHP00555,P002,P010,C008,2022-11-20,2022-11-30,2022-12-01,1303.24,Delayed,1.0,False,11.0,2022-11,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Singapore,Asia Pacific,0.71,Medium,Colombo,South Asia,0.55,Low,0.0,22.8,Singapore → Colombo
SHP00556,P005,P003,C009,2022-09-27,2022-10-06,2022-10-06,2772.43,Delivered,0.0,True,9.0,2022-09,2022,Hapag-Lloyd,Ocean,4.0,Germany,Dubai (Jebel Ali),Middle East,0.74,Medium,Rotterdam,Europe,0.68,Medium,0.0,22.8,Dubai (Jebel Ali) → Rotterdam
SHP00557,P003,P009,C007,2022-08-04,2022-08-17,2022-08-17,2698.07,Delivered,0.0,True,13.0,2022-08,2022,DB Schenker,Rail,4.2,Germany,Rotterdam,Europe,0.68,Medium,New York / NJ,North America,0.8,High,0.0,22.8,Rotterdam → New York / NJ
SHP00558,P003,P011,C004,2024-04-13,2024-05-04,2024-05-04,5670.85,Delivered,0.0,True,21.0,2024-04,2024,Evergreen Marine,Ocean,3.8,Taiwan,Rotterdam,Europe,0.68,Medium,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Rotterdam → Tanjung Pelepas
SHP00559,P004,P003,C003,2023-04-30,2023-05-16,2023-05-23,3206.95,Delayed,7.0,False,23.0,2023-04,2023,CMA CGM,Ocean,4.1,France,Los Angeles,North America,0.85,Critical,Rotterdam,Europe,0.68,Medium,0.0,22.8,Los Angeles → Rotterdam
SHP00560,P009,P006,C008,2022-11-04,2022-11-16,2022-11-16,3572.87,Delivered,0.0,True,12.0,2022-11,2022,Kuehne+Nagel,Multi,4.4,Switzerland,New York / NJ,North America,0.8,High,Hamburg,Europe,0.62,Medium,0.0,22.8,New York / NJ → Hamburg
SHP00561,P012,P003,C001,2022-08-09,2022-08-25,2022-08-25,3891.96,Delivered,0.0,True,16.0,2022-08,2022,Maersk Line,Ocean,4.5,Denmark,Long Beach,North America,0.83,High,Rotterdam,Europe,0.68,Medium,0.0,22.8,Long Beach → Rotterdam
SHP00562,P006,P010,C009,2024-04-09,2024-05-01,2024-05-01,4918.66,Delivered,0.0,True,22.0,2024-04,2024,Hapag-Lloyd,Ocean,4.0,Germany,Hamburg,Europe,0.62,Medium,Colombo,South Asia,0.55,Low,0.0,22.8,Hamburg → Colombo
SHP00563,P010,P004,C010,2023-08-13,2023-09-02,2023-09-02,2149.36,Delivered,0.0,True,20.0,2023-08,2023,COSCO Shipping,Ocean,3.6,China,Colombo,South Asia,0.55,Low,Los Angeles,North America,0.85,Critical,0.0,22.8,Colombo → Los Angeles
SHP00564,P008,P009,C002,2023-01-26,2023-02-09,2023-02-09,2396.33,Delivered,0.0,True,14.0,2023-01,2023,MSC,Ocean,4.3,Switzerland,Antwerp,Europe,0.65,Medium,New York / NJ,North America,0.8,High,0.0,13.6,Antwerp → New York / NJ
SHP00565,P003,P012,C006,2023-03-08,2023-03-23,2023-03-23,2744.32,Delivered,0.0,True,15.0,2023-03,2023,FedEx Freight,Air,4.6,USA,Rotterdam,Europe,0.68,Medium,Long Beach,North America,0.83,High,0.0,22.8,Rotterdam → Long Beach
SHP00566,P006,P007,C005,2023-12-29,2024-01-22,2024-01-22,5047.27,Delivered,0.0,True,24.0,2023-12,2023,DHL Global,Air,4.7,Germany,Hamburg,Europe,0.62,Medium,Busan,Asia Pacific,0.78,High,0.0,22.8,Hamburg → Busan
SHP00567,P006,P011,C009,2023-04-07,2023-05-03,2023-05-03,6489.95,Delivered,0.0,True,26.0,2023-04,2023,Hapag-Lloyd,Ocean,4.0,Germany,Hamburg,Europe,0.62,Medium,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Hamburg → Tanjung Pelepas
SHP00568,P012,P002,C004,2022-06-20,2022-07-10,2022-07-14,2967.13,Delayed,4.0,False,24.0,2022-06,2022,Evergreen Marine,Ocean,3.8,Taiwan,Long Beach,North America,0.83,High,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Long Beach → Singapore
SHP00569,P009,P001,C001,2024-02-29,2024-03-20,2024-03-20,5380.99,Delivered,0.0,True,20.0,2024-02,2024,Maersk Line,Ocean,4.5,Denmark,New York / NJ,North America,0.8,High,Shanghai,Asia Pacific,0.92,Critical,0.0,11.1,New York / NJ → Shanghai
SHP00570,P007,P005,C004,2022-09-11,2022-09-24,2022-09-24,2614.57,Delivered,0.0,True,13.0,2022-09,2022,Evergreen Marine,Ocean,3.8,Taiwan,Busan,Asia Pacific,0.78,High,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Busan → Dubai (Jebel Ali)
SHP00571,P003,P001,C001,2023-11-11,2023-12-06,2023-12-06,3528.66,Delivered,0.0,True,25.0,2023-11,2023,Maersk Line,Ocean,4.5,Denmark,Rotterdam,Europe,0.68,Medium,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Rotterdam → Shanghai
SHP00572,P005,P010,C008,2022-05-19,2022-06-06,2022-06-06,3029.15,Delivered,0.0,True,18.0,2022-05,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Dubai (Jebel Ali),Middle East,0.74,Medium,Colombo,South Asia,0.55,Low,2.0,66.9,Dubai (Jebel Ali) → Colombo
SHP00573,P011,P010,C007,2023-06-21,2023-07-01,2023-07-01,822.24,Delivered,0.0,True,10.0,2023-06,2023,DB Schenker,Rail,4.2,Germany,Tanjung Pelepas,Asia Pacific,0.6,Medium,Colombo,South Asia,0.55,Low,0.0,22.8,Tanjung Pelepas → Colombo
SHP00574,P008,P005,C006,2023-02-27,2023-03-09,2023-03-09,2089.89,Delivered,0.0,True,10.0,2023-02,2023,FedEx Freight,Air,4.6,USA,Antwerp,Europe,0.65,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Antwerp → Dubai (Jebel Ali)
SHP00576,P007,P005,C010,2022-08-25,2022-09-08,2022-09-09,1687.09,Delayed,1.0,False,15.0,2022-08,2022,COSCO Shipping,Ocean,3.6,China,Busan,Asia Pacific,0.78,High,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Busan → Dubai (Jebel Ali)
SHP00577,P009,P007,C007,2022-09-13,2022-09-29,2022-09-29,4165.16,Delivered,0.0,True,16.0,2022-09,2022,DB Schenker,Rail,4.2,Germany,New York / NJ,North America,0.8,High,Busan,Asia Pacific,0.78,High,0.0,10.2,New York / NJ → Busan
SHP00578,P011,P004,C009,2024-02-22,2024-03-11,2024-03-11,3824.18,Delivered,0.0,True,18.0,2024-02,2024,Hapag-Lloyd,Ocean,4.0,Germany,Tanjung Pelepas,Asia Pacific,0.6,Medium,Los Angeles,North America,0.85,Critical,0.0,22.8,Tanjung Pelepas → Los Angeles
SHP00579,P007,P004,C002,2022-07-06,2022-07-22,2022-07-22,3715.11,Delivered,0.0,True,16.0,2022-07,2022,MSC,Ocean,4.3,Switzerland,Busan,Asia Pacific,0.78,High,Los Angeles,North America,0.85,Critical,0.0,25.8,Busan → Los Angeles
SHP00580,P004,P007,C001,2022-06-05,2022-06-19,2022-06-19,2499.81,Delivered,0.0,True,14.0,2022-06,2022,Maersk Line,Ocean,4.5,Denmark,Los Angeles,North America,0.85,Critical,Busan,Asia Pacific,0.78,High,0.0,22.8,Los Angeles → Busan
SHP00581,P005,P006,C003,2024-01-03,2024-01-14,2024-01-14,2123.19,Delivered,0.0,True,11.0,2024-01,2024,CMA CGM,Ocean,4.1,France,Dubai (Jebel Ali),Middle East,0.74,Medium,Hamburg,Europe,0.62,Medium,0.0,20.9,Dubai (Jebel Ali) → Hamburg
SHP00582,P005,P009,C006,2023-04-20,2023-05-08,2023-05-08,6311.26,Delivered,0.0,True,18.0,2023-04,2023,FedEx Freight,Air,4.6,USA,Dubai (Jebel Ali),Middle East,0.74,Medium,New York / NJ,North America,0.8,High,0.0,19.1,Dubai (Jebel Ali) → New York / NJ
SHP00583,P001,P006,C007,2022-03-15,2022-04-12,2022-04-12,4871.33,Delivered,0.0,True,28.0,2022-03,2022,DB Schenker,Rail,4.2,Germany,Shanghai,Asia Pacific,0.92,Critical,Hamburg,Europe,0.62,Medium,0.0,22.8,Shanghai → Hamburg
SHP00584,P002,P005,C007,2024-02-29,2024-03-11,2024-03-11,1923.36,Delivered,0.0,True,11.0,2024-02,2024,DB Schenker,Rail,4.2,Germany,Singapore,Asia Pacific,0.71,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,10.1,Singapore → Dubai (Jebel Ali)
SHP00585,P012,P002,C009,2023-11-13,2023-11-30,2023-11-30,3841.83,Delivered,0.0,True,17.0,2023-11,2023,Hapag-Lloyd,Ocean,4.0,Germany,Long Beach,North America,0.83,High,Singapore,Asia Pacific,0.71,Medium,0.0,6.4,Long Beach → Singapore
SHP00586,P001,P010,C009,2022-05-06,2022-05-13,2022-05-13,1562.02,Delivered,0.0,True,7.0,2022-05,2022,Hapag-Lloyd,Ocean,4.0,Germany,Shanghai,Asia Pacific,0.92,Critical,Colombo,South Asia,0.55,Low,0.0,22.8,Shanghai → Colombo
SHP00587,P001,P012,C004,2022-04-26,2022-05-13,2022-05-13,3431.24,Delivered,0.0,True,17.0,2022-04,2022,Evergreen Marine,Ocean,3.8,Taiwan,Shanghai,Asia Pacific,0.92,Critical,Long Beach,North America,0.83,High,0.0,22.8,Shanghai → Long Beach
SHP00588,P004,P001,C001,2023-08-19,2023-09-09,2023-09-09,3398.64,Delivered,0.0,True,21.0,2023-08,2023,Maersk Line,Ocean,4.5,Denmark,Los Angeles,North America,0.85,Critical,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Los Angeles → Shanghai
SHP00589,P004,P003,C008,2022-04-04,2022-04-19,2022-04-19,4026.91,Delivered,0.0,True,15.0,2022-04,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Los Angeles,North America,0.85,Critical,Rotterdam,Europe,0.68,Medium,0.0,22.3,Los Angeles → Rotterdam
SHP00590,P011,P003,C009,2024-03-21,2024-04-11,2024-04-13,4408.23,Delayed,2.0,False,23.0,2024-03,2024,Hapag-Lloyd,Ocean,4.0,Germany,Tanjung Pelepas,Asia Pacific,0.6,Medium,Rotterdam,Europe,0.68,Medium,1.0,32.9,Tanjung Pelepas → Rotterdam
SHP00591,P011,P006,C008,2024-01-21,2024-02-13,2024-02-15,4932.27,Delayed,2.0,False,25.0,2024-01,2024,Kuehne+Nagel,Multi,4.4,Switzerland,Tanjung Pelepas,Asia Pacific,0.6,Medium,Hamburg,Europe,0.62,Medium,0.0,16.0,Tanjung Pelepas → Hamburg
SHP00592,P012,P008,C009,2022-10-29,2022-11-12,2022-11-12,1773.34,Delivered,0.0,True,14.0,2022-10,2022,Hapag-Lloyd,Ocean,4.0,Germany,Long Beach,North America,0.83,High,Antwerp,Europe,0.65,Medium,0.0,22.8,Long Beach → Antwerp
SHP00593,P006,P007,C008,2022-10-09,2022-11-07,2022-11-07,5787.11,Delivered,0.0,True,29.0,2022-10,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Hamburg,Europe,0.62,Medium,Busan,Asia Pacific,0.78,High,0.0,22.8,Hamburg → Busan
SHP00594,P005,P010,C006,2023-04-10,2023-04-20,2023-04-20,2850.79,Delivered,0.0,True,10.0,2023-04,2023,FedEx Freight,Air,4.6,USA,Dubai (Jebel Ali),Middle East,0.74,Medium,Colombo,South Asia,0.55,Low,0.0,22.8,Dubai (Jebel Ali) → Colombo
SHP00595,P001,P011,C006,2024-03-05,2024-03-24,2024-03-24,2717.61,Delivered,0.0,True,19.0,2024-03,2024,FedEx Freight,Air,4.6,USA,Shanghai,Asia Pacific,0.92,Critical,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Shanghai → Tanjung Pelepas
SHP00596,P009,P012,C008,2024-02-24,2024-03-13,2024-03-13,1832.79,Delivered,0.0,True,18.0,2024-02,2024,Kuehne+Nagel,Multi,4.4,Switzerland,New York / NJ,North America,0.8,High,Long Beach,North America,0.83,High,0.0,22.8,New York / NJ → Long Beach
SHP00597,P006,P002,C002,2023-06-20,2023-07-20,2023-07-25,7015.65,Delayed,5.0,False,35.0,2023-06,2023,MSC,Ocean,4.3,Switzerland,Hamburg,Europe,0.62,Medium,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Hamburg → Singapore
SHP00598,P008,P004,C002,2022-02-02,2022-02-16,2022-02-16,3234.23,Delivered,0.0,True,14.0,2022-02,2022,MSC,Ocean,4.3,Switzerland,Antwerp,Europe,0.65,Medium,Los Angeles,North America,0.85,Critical,0.0,22.8,Antwerp → Los Angeles
SHP00599,P010,P011,C005,2022-02-20,2022-02-27,2022-02-27,2659.99,Delivered,0.0,True,7.0,2022-02,2022,DHL Global,Air,4.7,Germany,Colombo,South Asia,0.55,Low,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Colombo → Tanjung Pelepas
SHP00600,P002,P009,C001,2023-01-05,2023-01-27,2023-01-27,4699.0,Delivered,0.0,True,22.0,2023-01,2023,Maersk Line,Ocean,4.5,Denmark,Singapore,Asia Pacific,0.71,Medium,New York / NJ,North America,0.8,High,1.0,28.7,Singapore → New York / NJ
SHP00601,P012,P001,C010,2022-09-30,2022-10-22,2022-10-26,2279.6,Delayed,4.0,False,26.0,2022-09,2022,COSCO Shipping,Ocean,3.6,China,Long Beach,North America,0.83,High,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Long Beach → Shanghai
SHP00602,P002,P003,C004,2023-06-29,2023-07-25,2023-08-02,6329.52,Delayed,8.0,False,34.0,2023-06,2023,Evergreen Marine,Ocean,3.8,Taiwan,Singapore,Asia Pacific,0.71,Medium,Rotterdam,Europe,0.68,Medium,0.0,22.8,Singapore → Rotterdam
SHP00603,P011,P003,C009,2024-02-07,2024-03-06,2024-03-06,3748.1,Delivered,0.0,True,28.0,2024-02,2024,Hapag-Lloyd,Ocean,4.0,Germany,Tanjung Pelepas,Asia Pacific,0.6,Medium,Rotterdam,Europe,0.68,Medium,0.0,22.8,Tanjung Pelepas → Rotterdam
SHP00604,P011,P007,C002,2022-06-20,2022-07-02,2022-07-02,2306.92,Delivered,0.0,True,12.0,2022-06,2022,MSC,Ocean,4.3,Switzerland,Tanjung Pelepas,Asia Pacific,0.6,Medium,Busan,Asia Pacific,0.78,High,0.0,22.8,Tanjung Pelepas → Busan
SHP00605,P009,P011,C008,2022-12-27,2023-01-15,2023-01-15,5085.34,Delivered,0.0,True,19.0,2022-12,2022,Kuehne+Nagel,Multi,4.4,Switzerland,New York / NJ,North America,0.8,High,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,26.4,New York / NJ → Tanjung Pelepas
SHP00606,P012,P006,C010,2022-09-04,2022-09-18,2022-09-18,1917.01,Delivered,0.0,True,14.0,2022-09,2022,COSCO Shipping,Ocean,3.6,China,Long Beach,North America,0.83,High,Hamburg,Europe,0.62,Medium,1.0,33.1,Long Beach → Hamburg
SHP00607,P012,P005,C006,2023-04-09,2023-05-04,2023-05-04,3925.11,Delivered,0.0,True,25.0,2023-04,2023,FedEx Freight,Air,4.6,USA,Long Beach,North America,0.83,High,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Long Beach → Dubai (Jebel Ali)
SHP00608,P003,P006,C001,2022-11-04,2022-11-17,2022-11-17,2508.54,Delivered,0.0,True,13.0,2022-11,2022,Maersk Line,Ocean,4.5,Denmark,Rotterdam,Europe,0.68,Medium,Hamburg,Europe,0.62,Medium,0.0,22.8,Rotterdam → Hamburg
SHP00609,P012,P005,C009,2023-06-08,2023-07-04,2023-07-04,5328.41,Delivered,0.0,True,26.0,2023-06,2023,Hapag-Lloyd,Ocean,4.0,Germany,Long Beach,North America,0.83,High,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Long Beach → Dubai (Jebel Ali)
SHP00610,P005,P007,C010,2022-09-13,2022-09-22,2022-09-25,2100.65,Delayed,3.0,False,12.0,2022-09,2022,COSCO Shipping,Ocean,3.6,China,Dubai (Jebel Ali),Middle East,0.74,Medium,Busan,Asia Pacific,0.78,High,3.0,42.8,Dubai (Jebel Ali) → Busan
SHP00611,P010,P004,C002,2024-01-11,2024-01-26,2024-01-26,2522.99,Delivered,0.0,True,15.0,2024-01,2024,MSC,Ocean,4.3,Switzerland,Colombo,South Asia,0.55,Low,Los Angeles,North America,0.85,Critical,0.0,22.8,Colombo → Los Angeles
